codigo,tipo,titulo,capítulo,secuencia,FEN,bando_que_mueve,objetivo,nivel,comentario_blancas,comentario_negras,continuidad_didactica,referencia_en_manual
SIC-S01,estructura,SIC-S01,Parte VIII,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4 5.cxd4 d6 6.Nf3,rnbqkb1r/pp2pppp/3p4/3nP3/3P4/5N2/PP3PPP/RNBQKB1R b KQkq - 1 6,Según FEN,"Blancas: sostener d4, desarrollar y usar f4 o Ac4 solo cuando el rey esté seguro.",800–1400,"Blancas: sostener d4, desarrollar y usar f4 o Ac4 solo cuando el rey esté seguro.","Negras: golpear la base con ...d6, ...Cc6 y, si es posible, ...dxe5 o ...d5.",,SIC-S01
SIC-S02,estructura,SIC-S02,Parte VIII,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 e6,rnb1kb1r/pp3ppp/4pn2/2pq4/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 6,Según FEN,"Blancas: Cf3, Ae2, O-O; mantener opciones de c4 o dxc5 cuando la táctica lo permita.",800–1400,"Blancas: Cf3, Ae2, O-O; mantener opciones de c4 o dxc5 cuando la táctica lo permita.",Negras: acelerar desarrollo y buscar presión sobre d4 antes de que el espacio blanco se estabilice.,,SIC-S02
SIC-S03,estructura,SIC-S03,Parte VIII,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 cxd4 5.cxd4 Nc6 6.Nf3 Bg4,r3kbnr/pp2pppp/2n5/3q4/3P2b1/5N2/PP3PPP/RNBQKB1R w KQkq - 3 7,Según FEN,"Blancas: actividad, ejes e5/c5 y torres centrales; evitar una defensa puramente estática.",800–1400,"Blancas: actividad, ejes e5/c5 y torres centrales; evitar una defensa puramente estática.","Negras: bloquear d4, cambiar piezas y atacar el peón desde d8, c6 y f6.",,SIC-S03
SIC-S04,estructura,SIC-S04,Parte VIII,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 e6 6.Be2 Be7 7.O-O O-O 8.c4,rnb2rk1/pp2bppp/4pn2/2pq4/2PP4/5N2/PP2BPPP/RNBQ1RK1 b - - 0 8,Según FEN,Blancas: completar desarrollo y preparar d5 o c5 cuando el rival no pueda bloquear.,800–1400,Blancas: completar desarrollo y preparar d5 o c5 cuando el rival no pueda bloquear.,"Negras: provocar avances prematuros, instalar piezas en d5/c6 y buscar cambios.",,SIC-S04
SIC-S05,estructura,SIC-S05,Parte VIII,1.e4 c5 2.c3 e6 3.d4 d5 4.e5 Nc6 5.Nf3 Nge7 6.Bd3 Ng6,r1bqkb1r/pp3ppp/2n1p1n1/2ppP3/3P4/2PB1N2/PP3PPP/RNBQK2R w KQkq - 5 7,Según FEN,"Blancas: preparar c4, Ab5 o h4 solo después de desarrollar; buscar presión sobre d5.",800–1400,"Blancas: preparar c4, Ab5 o h4 solo después de desarrollar; buscar presión sobre d5.","Negras: ...f6 o ...cxd4 según la colocación de las piezas, y contrajuego en c-file si se abre.",,SIC-S05
SIC-S06,estructura,SIC-S06,Parte VIII,1.e4 c5 2.c3 Nc6 3.d4 cxd4 4.cxd4 d5 5.exd5 Qxd5 6.Nf3 e5 7.Nc3 Bb4 8.Bd2 Bxc3 9.Bxc3 e4 10.Ne5 Nxe5 11.dxe5 Qxd1+ 12.Kxd1 Ne7 13.Bb5+ Nc6 14.Bxc6+ bxc6,r1b1k2r/p4ppp/2p5/4P3/4p3/2B5/PP3PPP/R2K3R w kq - 0 15,Según FEN,"Blancas: activar rey y torres, fijar c6 y crear una segunda debilidad sin precipitar e6.",800–1400,"Blancas: activar rey y torres, fijar c6 y crear una segunda debilidad sin precipitar e6.",Negras: usar columnas abiertas y la pareja de alfiles/casillas para compensar la estructura.,,SIC-S06
SIC-M01-P1,parada_partida,SIC-M01-P1,Parte X,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4 5.Nf3 Nc6 6.cxd4 d6 7.Bc4 Nb6 8.Bb5 dxe5 9.Nxe5 Bd7 10.Nxd7 Qxd7 11.O-O e6 12.Nc3 Be7 13.Be3 O-O 14.Qg4 f5 15.Qe2 a6 16.Bd3 Nd5 17.Bd2 Rac8,rnbqkb1r/pp1ppppp/5n2/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 1 3,Según FEN,Ganar espacio con e5 y preparar d4.,1000–1400,Ganar espacio con e5 y preparar d4.,"Retirar el caballo a d5, golpear el centro con ...d6 y evitar que el blanco juegue d4 sin oposición.",SIC-S01 · Cadena d4-e5,SIC-M01-P1
SIC-M01-P2,parada_partida,SIC-M01-P2,Parte X,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4 5.Nf3 Nc6 6.cxd4 d6 7.Bc4 Nb6 8.Bb5 dxe5 9.Nxe5 Bd7 10.Nxd7 Qxd7 11.O-O e6 12.Nc3 Be7 13.Be3 O-O 14.Qg4 f5 15.Qe2 a6 16.Bd3 Nd5 17.Bd2 Rac8,r1bqkb1r/pp1ppppp/2n5/3nP3/3p4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 2 6,Según FEN,Consolidar d4 y terminar desarrollo.,1000–1400,Consolidar d4 y terminar desarrollo.,"Aumentar presión sobre d4 y preparar ...dxe5; si el blanco se retrasa, abrir el centro antes de que enroque.",SIC-S01 · Cadena d4-e5,SIC-M01-P2
SIC-M01-P3,parada_partida,SIC-M01-P3,Parte X,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4 5.Nf3 Nc6 6.cxd4 d6 7.Bc4 Nb6 8.Bb5 dxe5 9.Nxe5 Bd7 10.Nxd7 Qxd7 11.O-O e6 12.Nc3 Be7 13.Be3 O-O 14.Qg4 f5 15.Qe2 a6 16.Bd3 Nd5 17.Bd2 Rac8,r2qkb1r/pp1bpppp/1nn5/1B2N3/3P4/8/PP3PPP/RNBQK2R w KQkq - 1 10,Según FEN,Asegurar el rey y activar Cc3/Ae3.,1000–1400,Asegurar el rey y activar Cc3/Ae3.,Completar desarrollo con ...Ad7/...e6 y neutralizar el caballo central antes de que ataque c6/f7.,SIC-S01 · Cadena d4-e5,SIC-M01-P3
SIC-M01-P4,parada_partida,SIC-M01-P4,Parte X,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4 5.Nf3 Nc6 6.cxd4 d6 7.Bc4 Nb6 8.Bb5 dxe5 9.Nxe5 Bd7 10.Nxd7 Qxd7 11.O-O e6 12.Nc3 Be7 13.Be3 O-O 14.Qg4 f5 15.Qe2 a6 16.Bd3 Nd5 17.Bd2 Rac8,r4rk1/pp1qbppp/1nn1p3/1B6/3P4/2N1B3/PP3PPP/R2Q1RK1 w - - 4 14,Según FEN,Usar piezas activas sobre e6/d5 y no forzar ataque.,1000–1400,Usar piezas activas sobre e6/d5 y no forzar ataque.,Usar ...f5 para ganar espacio y después colocar una torre en la columna c; aceptar algunas debilidades a cambio de actividad.,SIC-S01 · Cadena d4-e5,SIC-M01-P4
SIC-M01-P5,parada_partida,SIC-M01-P5,Parte X,1.e4 c5 2.c3 Nf6 3.e5 Nd5 4.d4 cxd4 5.Nf3 Nc6 6.cxd4 d6 7.Bc4 Nb6 8.Bb5 dxe5 9.Nxe5 Bd7 10.Nxd7 Qxd7 11.O-O e6 12.Nc3 Be7 13.Be3 O-O 14.Qg4 f5 15.Qe2 a6 16.Bd3 Nd5 17.Bd2 Rac8,2r2rk1/1p1qb1pp/p1n1p3/3n1p2/3P4/2NB4/PP1BQPPP/R4RK1 w - - 4 18,Según FEN,Coordinar torres y jugar la columna c.,1000–1400,Coordinar torres y jugar la columna c.,"Ocupar la columna c y usar el caballo d5 como bloqueador, evitando cambios que eliminen la mejor pieza negra.",SIC-S03 · Peón aislado en d4,SIC-M01-P5
SIC-M02-P1,parada_partida,SIC-M02-P1,Parte X,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 e6 6.Be2 Be7 7.O-O O-O 8.c4 Qd8 9.Nc3 cxd4 10.Nxd4 Bd7 11.Be3 Nc6 12.Nxc6 Bxc6 13.Qc2 Qc7 14.Rfd1 Rfd8 15.Rac1 a6 16.b4 Rac8 17.c5 Nd5 18.Nxd5 Bxd5 19.a4 Bf6 20.Bd4,rnbqkbnr/pp2pppp/8/2pp4/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq d6 0 3,Según FEN,Aceptar la tensión y desarrollar.,1000–1400,Aceptar la tensión y desarrollar.,Recuperar en d5 y desarrollar con ...Cf6; la dama puede volver a d8 si c4 gana un tiempo.,SIC-S02 · Centro tenso de la Barmen,SIC-M02-P1
SIC-M02-P2,parada_partida,SIC-M02-P2,Parte X,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 e6 6.Be2 Be7 7.O-O O-O 8.c4 Qd8 9.Nc3 cxd4 10.Nxd4 Bd7 11.Be3 Nc6 12.Nxc6 Bxc6 13.Qc2 Qc7 14.Rfd1 Rfd8 15.Rac1 a6 16.b4 Rac8 17.c5 Nd5 18.Nxd5 Bxd5 19.a4 Bf6 20.Bd4,rnb1kb1r/pp3ppp/4pn2/2pq4/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 0 6,Según FEN,Construir d4 con Cf3/Ae2.,1000–1400,Construir d4 con Cf3/Ae2.,"Completar ...Cf6, ...e6 y ...Ae7; no gastar tiempos adicionales con la dama si el blanco solo desarrolla.",SIC-S02 · Centro tenso de la Barmen,SIC-M02-P2
SIC-M02-P3,parada_partida,SIC-M02-P3,Parte X,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 e6 6.Be2 Be7 7.O-O O-O 8.c4 Qd8 9.Nc3 cxd4 10.Nxd4 Bd7 11.Be3 Nc6 12.Nxc6 Bxc6 13.Qc2 Qc7 14.Rfd1 Rfd8 15.Rac1 a6 16.b4 Rac8 17.c5 Nd5 18.Nxd5 Bxd5 19.a4 Bf6 20.Bd4,rnbq1rk1/pp2bppp/4pn2/8/2Pp4/2N2N2/PP2BPPP/R1BQ1RK1 w - - 0 10,Según FEN,Elegir c4 solo con el rey seguro.,1000–1400,Elegir c4 solo con el rey seguro.,Golpear d4 con ...cxd4 y usar d5 como casilla de bloqueo cuando el peón c avance.,SIC-S04 · Peones colgantes c4-d4,SIC-M02-P3
SIC-M02-P4,parada_partida,SIC-M02-P4,Parte X,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 e6 6.Be2 Be7 7.O-O O-O 8.c4 Qd8 9.Nc3 cxd4 10.Nxd4 Bd7 11.Be3 Nc6 12.Nxc6 Bxc6 13.Qc2 Qc7 14.Rfd1 Rfd8 15.Rac1 a6 16.b4 Rac8 17.c5 Nd5 18.Nxd5 Bxd5 19.a4 Bf6 20.Bd4,r2r2k1/ppq1bppp/2b1pn2/8/2P5/2N1B3/PPQ1BPPP/R2R2K1 w - - 4 15,Según FEN,Valorar c5 frente a la casilla d5.,1000–1400,Valorar c5 frente a la casilla d5.,"Coordinar torres en d/c, presionar el centro residual y preparar ...a6-b5 si la posición lo permite.",SIC-S04 · Peones colgantes c4-d4,SIC-M02-P4
SIC-M02-P5,parada_partida,SIC-M02-P5,Parte X,1.e4 c5 2.c3 d5 3.exd5 Qxd5 4.d4 Nf6 5.Nf3 e6 6.Be2 Be7 7.O-O O-O 8.c4 Qd8 9.Nc3 cxd4 10.Nxd4 Bd7 11.Be3 Nc6 12.Nxc6 Bxc6 13.Qc2 Qc7 14.Rfd1 Rfd8 15.Rac1 a6 16.b4 Rac8 17.c5 Nd5 18.Nxd5 Bxd5 19.a4 Bf6 20.Bd4,2rr2k1/1pq2ppp/p3pb2/2Pb4/PP1B4/8/2Q1BPPP/2RR2K1 b - - 2 20,Según FEN,Simplificar al alfil activo y explotar espacio.,1000–1400,Simplificar al alfil activo y explotar espacio.,"Instalar el caballo en d5 y obligar al blanco a decidir si cambia una pieza activa; tras Cxd5, activar el alfil con ...Axd5.",SIC-S04 · Peones colgantes c4-d4,SIC-M02-P5
SIC-M03-P1,parada_partida,SIC-M03-P1,Parte X,1.e4 c5 2.c3 Nc6 3.d4 cxd4 4.cxd4 d5 5.exd5 Qxd5 6.Nf3 e5 7.Nc3 Bb4 8.Bd2 Bxc3 9.Bxc3 e4 10.Ne5 Nxe5 11.dxe5 Qxd1+ 12.Kxd1 Ne7 13.Bb5+ Nc6 14.Bxc6+ bxc6 15.Ke2 Be6 16.b3 O-O-O 17.Rhd1 Rxd1 18.Rxd1 Rd8 19.Rxd8+ Kxd8,r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 1 3,Según FEN,Construir d4 porque el negro no golpeó el centro.,1000–1400,Construir d4 porque el negro no golpeó el centro.,"Romper con ...d5 antes de que e4-d4 quede estable; si no es posible, usar ...e5 con desarrollo.",SIC-S02 · Centro tenso de la Barmen,SIC-M03-P1
SIC-M03-P2,parada_partida,SIC-M03-P2,Parte X,1.e4 c5 2.c3 Nc6 3.d4 cxd4 4.cxd4 d5 5.exd5 Qxd5 6.Nf3 e5 7.Nc3 Bb4 8.Bd2 Bxc3 9.Bxc3 e4 10.Ne5 Nxe5 11.dxe5 Qxd1+ 12.Kxd1 Ne7 13.Bb5+ Nc6 14.Bxc6+ bxc6 15.Ke2 Be6 16.b3 O-O-O 17.Rhd1 Rxd1 18.Rxd1 Rd8 19.Rxd8+ Kxd8,r1b1kbnr/pp2pppp/2n5/3q4/3P4/8/PP3PPP/RNBQKBNR w KQkq - 0 6,Según FEN,Desarrollar con tempo sobre la dama.,1000–1400,Desarrollar con tempo sobre la dama.,"Responder al tempo sobre la dama con desarrollo activo y, si se abre la columna d, buscar cambios de damas.",SIC-S02 · Centro tenso de la Barmen,SIC-M03-P2
SIC-M03-P3,parada_partida,SIC-M03-P3,Parte X,1.e4 c5 2.c3 Nc6 3.d4 cxd4 4.cxd4 d5 5.exd5 Qxd5 6.Nf3 e5 7.Nc3 Bb4 8.Bd2 Bxc3 9.Bxc3 e4 10.Ne5 Nxe5 11.dxe5 Qxd1+ 12.Kxd1 Ne7 13.Bb5+ Nc6 14.Bxc6+ bxc6 15.Ke2 Be6 16.b3 O-O-O 17.Rhd1 Rxd1 18.Rxd1 Rd8 19.Rxd8+ Kxd8,r1b1k1nr/pp3ppp/8/3qn3/3Pp3/2B5/PP3PPP/R2QKB1R w KQkq - 0 11,Según FEN,Aceptar cambio de damas si la estructura lo compensa.,1000–1400,Aceptar cambio de damas si la estructura lo compensa.,"Usar el cambio de damas para reducir la iniciativa blanca y desarrollar ...Ce7, buscando ...Cc6 y actividad de piezas.",SIC-S03 · Peón aislado en d4,SIC-M03-P3
SIC-M03-P4,parada_partida,SIC-M03-P4,Parte X,1.e4 c5 2.c3 Nc6 3.d4 cxd4 4.cxd4 d5 5.exd5 Qxd5 6.Nf3 e5 7.Nc3 Bb4 8.Bd2 Bxc3 9.Bxc3 e4 10.Ne5 Nxe5 11.dxe5 Qxd1+ 12.Kxd1 Ne7 13.Bb5+ Nc6 14.Bxc6+ bxc6 15.Ke2 Be6 16.b3 O-O-O 17.Rhd1 Rxd1 18.Rxd1 Rd8 19.Rxd8+ Kxd8,r1b1k2r/p4ppp/2p5/4P3/4p3/2B5/PP3PPP/R2K3R w kq - 0 15,Según FEN,Fijar peones c doblados y activar el rey.,1000–1400,Fijar peones c doblados y activar el rey.,Aprovechar la pareja de alfiles y las columnas abiertas para que los peones doblados no puedan ser atacados con calma.,SIC-S06 · Final sin damas y peones c doblados,SIC-M03-P4
SIC-M03-P5,parada_partida,SIC-M03-P5,Parte X,1.e4 c5 2.c3 Nc6 3.d4 cxd4 4.cxd4 d5 5.exd5 Qxd5 6.Nf3 e5 7.Nc3 Bb4 8.Bd2 Bxc3 9.Bxc3 e4 10.Ne5 Nxe5 11.dxe5 Qxd1+ 12.Kxd1 Ne7 13.Bb5+ Nc6 14.Bxc6+ bxc6 15.Ke2 Be6 16.b3 O-O-O 17.Rhd1 Rxd1 18.Rxd1 Rd8 19.Rxd8+ Kxd8,3k4/p4ppp/2p1b3/4P3/4p3/1PB5/P3KPPP/8 w - - 0 20,Según FEN,"Jugar el final por objetivos, no por ataque.",1000–1400,"Jugar el final por objetivos, no por ataque.","Activar el rey y el alfil, crear contrajuego antes de que c6 quede fijado y evitar un final puramente pasivo.",SIC-S06 · Final sin damas y peones c doblados,SIC-M03-P5
SIC-E01,ejercicio,¿Qué cambia estratégicamente después de 1...c5?,Parte XIII,1.e4 c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq c6 0 2,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,básico,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P01,SIC-E01
SIC-E02,ejercicio,¿Cuál es el objetivo concreto de 2.c3 y cuál es su precio?,Parte XIII,1.e4 c5 2.c3,rnbqkbnr/pp1ppppp/8/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR b KQkq - 0 2,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,básico,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P02,SIC-E02
SIC-E03,ejercicio,"Tras 2...Cf6, ¿por qué 3.e5 es más coherente que una defensa pasiva de e4?",Parte XIII,1.e4 c5 2.c3 Nf6,rnbqkb1r/pp1ppppp/5n2/2p5/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 1 3,Según FEN,Comparar dos candidatas y anticipar la mejor respuesta rival.,básico,Resolver desde la perspectiva del repertorio blanco.,Calcular la respuesta negra más incómoda antes de decidir.,SIC-P03,SIC-E03
