codigo;tipo;titulo;capitulo;secuencia;FEN;bando_que_mueve;objetivo;nivel;comentario_blancas;comentario_negras;continuidad_didactica;referencia_en_manual
FRA-P11;ficha;Análisis bilateral;Ampliación A;;r1bqkb1r/ppp2ppp/4pn2/8/3P4/5N2/PPP2PPP/R1BQKB1R w KQkq - 0 7;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-P11
FRA-P12;ficha;Análisis bilateral;Ampliación A;;r1bqk2r/pp3ppp/3bpn2/8/3N4/3B4/PPP2PPP/R1BQ1RK1 w kq - 0 10;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-P12
FRA-S01;estructura;Cadena francesa d4-e5;Parte VIII;;r1bqkb1r/pp1n2pp/2n1pp2/3pP3/3P4/3B4/PP1NNPPP/R1BQK2R w KQkq - 0 9;Blancas;"la cadena blanca d4-e5 da espacio, pero también fija dos objetivos. d4 es la base que las negras atacan con ...c5; e5 es la cabeza que intentan minar con ...f6. El alfil blanco de c1 suele necesitar d3, f4 o g5; el caballo g1 puede ir e2-f4/g3 porque c3 pertenece al peón. Para las negras, el alfil c8 es la pieza difícil mientras e6-d5 siga bloqueado.";800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-S01
FRA-S02;estructura;Centro con peón negro aislado en d5;Parte VIII;;rnbqkbnr/pp3ppp/8/2pp4/3P4/8/PPPN1PPP/R1BQKBNR w KQkq - 0 5;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-S02
FRA-S03;estructura;Rubinstein: centro abierto temprano;Parte VIII;;r1bqkbnr/pppn1ppp/4p3/8/3PN3/8/PPP2PPP/R1BQKBNR w KQkq - 0 5;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-S03
FRA-S04;estructura;Centro tras ...f6 y exf6;Parte VIII;;r1bqkb1r/pp4pp/2n1pn2/3p4/3P4/3B4/PP1NNPPP/R1BQK2R w KQkq - 0 10;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-S04
FRA-S05;estructura;Peón d5 dinámico tras Tarrasch ...c5;Parte VIII;;r1bqk2r/pp2nppp/2n5/1Bbp4/8/5N2/PPPN1PPP/R1BQ1RK1 w kq - 0 9;Blancas;"Blancas buscan fijar d5, colocar una torre en e1/d1 y cambiar la pieza negra que mejor defiende el centro. Negras compensan el posible objetivo d5 con desarrollo rápido, ...0-0, ...f6 o ...Ag4 y, si pueden, ...d4 para evitar un bloqueo permanente. Mini ejercicio: compara 8.dxc5 con 8.c3; la primera transforma la estructura, la segunda mantiene tensión pero permite al negro elegir cuándo aclararla.";800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-S05
FRA-S06;estructura;Centro sin peones e y d;Parte VIII;;r1bqkb1r/pp3ppp/4pn2/8/3p4/3B1N2/PPP2PPP/R1BQ1RK1 w kq - 0 9;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-S06
FRA-M01-P1;partida_modelo;parada didáctica;Parte X/XI/XIII;;rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/8/PPPN1PPP/R1BQKBNR w KQkq - 0 4;Blancas;4.exd5 corta la presión de ...c5 sobre d4 antes de desarrollar. Si 4.Cgf3, las negras pueden 4...cxd4 y obliga a las blancas a recuperar con una estructura diferente. La respuesta prevista tras 4.exd5 es 4...exd5: las negras aceptan un posible objetivo en d5 a cambio de abrir el alfil c8.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-M01-P1
FRA-M01-P2;partida_modelo;parada didáctica;Parte X/XI/XIII;;r1bqkbnr/pp3ppp/2n5/2pp4/3P4/5N2/PPPN1PPP/R1BQKB1R w KQkq - 0 6;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-M01-P2
FRA-M01-P3;partida_modelo;parada didáctica;Parte X/XI/XIII;;r1bqk2r/pp2nppp/2nb4/1Bpp4/3P4/5N2/PPPN1PPP/R1BQ1RK1 w kq - 0 8;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-M01-P3
FRA-M01-P4;partida_modelo;parada didáctica;Parte X/XI/XIII;;r1bqk2r/pp2nppp/2nb4/1B1p4/8/1N3N2/PPP2PPP/R1BQ1RK1 w kq - 0 10;Blancas;"seguir una cadena cerrada d4-e5 a través de las dos rupturas negras. Primero ...c5 ataca la base y después ...f6 ataca la cabeza; la lección es reconocer cuándo las blancas deben conservar espacio y cuándo conviene cambiar en f6 y pasar al juego de piezas.";800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-M01-P4
FRA-M01-P5;partida_modelo;parada didáctica;Parte X/XI/XIII;;r2q1rk1/pp2n1pp/2nb1p2/1B1p3b/8/1N2BN1P/PPP2PP1/R2QR1K1 w - - 0 14;Blancas;"seguir una cadena cerrada d4-e5 a través de las dos rupturas negras. Primero ...c5 ataca la base y después ...f6 ataca la cabeza; la lección es reconocer cuándo las blancas deben conservar espacio y cuándo conviene cambiar en f6 y pasar al juego de piezas.";800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-M01-P5
FRA-M02-P1;partida_modelo;parada didáctica;Parte X/XI/XIII;;rnbqkb1r/ppp2ppp/4pn2/3p4/3PP3/8/PPPN1PPP/R1BQKBNR w KQkq - 0 4;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-M02-P1
FRA-M02-P2;partida_modelo;parada didáctica;Parte X/XI/XIII;;rnbqkb1r/pp1n1ppp/4p3/2ppP3/3P4/3B4/PPPN1PPP/R1BQK1NR w KQkq - 0 6;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-M02-P2
FRA-M02-P3;partida_modelo;parada didáctica;Parte X/XI/XIII;;r1bqkb1r/pp1n2pp/2n1pp2/3pP3/3P4/3B4/PP1NNPPP/R1BQK2R w KQkq - 0 9;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-M02-P3
FRA-M02-P4;partida_modelo;parada didáctica;Parte X/XI/XIII;;r1bqk2r/pp4pp/2nbpn2/3p4/3P4/3B1N2/PP1N1PPP/R1BQK2R w KQkq - 0 11;Blancas;"comprender por qué la Rubinstein se rige por desarrollo y columnas abiertas, no por una cadena de peones. las blancas obtienen casillas naturales para sus piezas; las negras intentan neutralizar esa ventaja mediante cambios y ...c5 antes de que las blancas ocupen las columnas d y e.";800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-M02-P4
FRA-M02-P5;partida_modelo;parada didáctica;Parte X/XI/XIII;;r4rk1/pp1b2pp/2nqpn2/3p4/3P4/3B4/PP1NNPPP/R2Q1RK1 w - - 0 15;Blancas;"comprender por qué la Rubinstein se rige por desarrollo y columnas abiertas, no por una cadena de peones. las blancas obtienen casillas naturales para sus piezas; las negras intentan neutralizar esa ventaja mediante cambios y ...c5 antes de que las blancas ocupen las columnas d y e.";800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-M02-P5
FRA-M03-P1;partida_modelo;parada didáctica;Parte X/XI/XIII;;rnbqkbnr/ppp2ppp/4p3/8/3Pp3/8/PPPN1PPP/R1BQKBNR w KQkq - 0 4;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-M03-P1
FRA-M03-P2;partida_modelo;parada didáctica;Parte X/XI/XIII;;r1bqkb1r/pppn1ppp/4pn2/8/3PN3/5N2/PPP2PPP/R1BQKB1R w KQkq - 0 6;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-M03-P2
FRA-M03-P3;partida_modelo;parada didáctica;Parte X/XI/XIII;;r1bqkb1r/pp3ppp/4pn2/2p5/3P4/3B1N2/PPP2PPP/R1BQK2R w KQkq - 0 8;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-M03-P3
FRA-M03-P4;partida_modelo;parada didáctica;Parte X/XI/XIII;;r1bqk2r/pp3ppp/3bpn2/8/3N4/3B4/PPP2PPP/R1BQ1RK1 w kq - 0 10;Blancas;FRA-S02. El peón d5 puede ser una debilidad, pero no basta con contarlo como objetivo. El primer trabajo de las blancas es fijarlo: una pieza en d4 o una torre frente a d5 impide que ...d4 convierta la debilidad en espacio. Después interesa cambiar las piezas negras que sostienen el avance y solo entonces acumular atacantes. Para las negras, el plan no es defender d5 eternamente: deben buscar ...d4, actividad por las columnas c/e o un cambio que transforme el peón aislado en líneas para sus piezas. El error blanco típico es ganar el peón a costa de permitir una torre negra activa en la segunda fila.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-M03-P4
FRA-M03-P5;partida_modelo;parada didáctica;Parte X/XI/XIII;;r4rk1/pp1bbppp/1q2pn2/8/3N1B2/3B4/PPP1QPPP/3RR1K1 w - - 0 14;Blancas;"atacar d5 con otra pieza o impedir ...d4? Solución: impedir ...d4. Si el peón avanza con tiempo deja de ser una debilidad estática y puede expulsar una pieza; el bloqueo conserva el objetivo y permite después doblar torres o acercar el rey.";800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-M03-P5
FRA-E15;ejercicio;Pregunta;Parte X/XI/XIII;;rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/8/PPPN1PPP/R1BQKBNR w KQkq - 0 4;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-E15
FRA-E16;ejercicio;FRA-P01;Parte X/XI/XIII;;rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/8/PPPN1PPP/R1BQKBNR w KQkq - 0 4;Blancas;"abre el alfil c8 y conserva un peón central que puede avanzar ...d4. 4...Dxd5 recupera también, pero la dama queda expuesta a Cgf3 y Ac4, regalando tiempos. las blancas deben prepararse para bloquear d5; las negras deben usar su actividad antes de que ese peón sea un objetivo.";800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-E16
FRA-E17;ejercicio;FRA-P02;Parte X/XI/XIII;;rnbqkbnr/pp3ppp/4p3/2pP4/3P4/8/PPPN1PPP/R1BQKBNR b KQkq - 0 4;Negras;"abre el alfil c8 y conserva un peón central que puede avanzar ...d4. 4...Dxd5 recupera también, pero la dama queda expuesta a Cgf3 y Ac4, regalando tiempos. las blancas deben prepararse para bloquear d5; las negras deben usar su actividad antes de que ese peón sea un objetivo.";800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-E17
FRA-E18;ejercicio;FRA-P03;Parte X/XI/XIII;;r1bqkbnr/pp3ppp/2n5/2pp4/3P4/5N2/PPPN1PPP/R1BQKB1R w KQkq - 0 6;Blancas;"abre el alfil c8 y conserva un peón central que puede avanzar ...d4. 4...Dxd5 recupera también, pero la dama queda expuesta a Cgf3 y Ac4, regalando tiempos. las blancas deben prepararse para bloquear d5; las negras deben usar su actividad antes de que ese peón sea un objetivo.";800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-E18
FRA-E19;ejercicio;FRA-P04;Parte X/XI/XIII;;r1bqk2r/pp2nppp/2nb4/1Bpp4/3P4/5N2/PPPN1PPP/R1BQ1RK1 w kq - 0 8;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-E19
FRA-E20;ejercicio;FRA-P05;Parte X/XI/XIII;;r1bqk2r/pp2nppp/2nb4/1B1p4/8/1N3N2/PPP2PPP/R1BQ1RK1 w kq - 0 10;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-E20
FRA-E21;ejercicio;FRA-P06;Parte X/XI/XIII;;rnbqkb1r/pppn1ppp/4p3/3pP3/3P4/8/PPPN1PPP/R1BQKBNR w KQkq - 0 5;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-E21
FRA-E22;ejercicio;FRA-P07;Parte X/XI/XIII;;r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/3P4/2PB4/PP1N1PPP/R1BQK1NR w KQkq - 0 7;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-E22
FRA-E23;ejercicio;FRA-P08;Parte X/XI/XIII;;r1bqkb1r/pp1n2pp/2n1pp2/3pP3/3P4/3B4/PP1NNPPP/R1BQK2R w KQkq - 0 9;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-E23
FRA-E24;ejercicio;FRA-P09;Parte X/XI/XIII;;r1bqk2r/pp4pp/2nbpn2/3p4/3P4/3B1N2/PP1N1PPP/R1BQK2R w KQkq - 0 11;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-E24
FRA-E25;ejercicio;FRA-P10;Parte X/XI/XIII;;r1bqkbnr/pppn1ppp/4p3/8/3PN3/8/PPP2PPP/R1BQKBNR w KQkq - 0 5;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-E25
FRA-E26;ejercicio;FRA-P11;Parte X/XI/XIII;;r1bqkb1r/ppp2ppp/4pn2/8/3P4/5N2/PPP2PPP/R1BQKB1R w KQkq - 0 7;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-E26
FRA-E27;ejercicio;FRA-P12;Parte X/XI/XIII;;r1bqk2r/pp3ppp/3bpn2/8/3N4/3B4/PPP2PPP/R1BQ1RK1 w kq - 0 10;Blancas;después de ...exd5, ¿cuál debe ser el objetivo blanco: ganar d5 enseguida o bloquearlo? Da una pieza candidata.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-E27
FRA-E28;ejercicio;FRA-P01;Parte X/XI/XIII;;rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/8/PPPN1PPP/R1BQKBNR w KQkq - 0 4;Blancas;después de ...exd5, ¿cuál debe ser el objetivo blanco: ganar d5 enseguida o bloquearlo? Da una pieza candidata.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-E28
FRA-E29;ejercicio;FRA-P02;Parte X/XI/XIII;;rnbqkbnr/pp3ppp/4p3/2pP4/3P4/8/PPPN1PPP/R1BQKBNR b KQkq - 0 4;Negras;después de ...exd5, ¿cuál debe ser el objetivo blanco: ganar d5 enseguida o bloquearlo? Da una pieza candidata.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-E29
FRA-E30;ejercicio;FRA-P03;Parte X/XI/XIII;;r1bqkbnr/pp3ppp/2n5/2pp4/3P4/5N2/PPPN1PPP/R1BQKB1R w KQkq - 0 6;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;si las negras enrocan tras Te1, ¿qué plan blanco es más sano: presionar e-file o lanzar g4 contra el alfil?;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-E30
FRA-E31;ejercicio;FRA-P04;Parte X/XI/XIII;;r1bqk2r/pp2nppp/2nb4/1Bpp4/3P4/5N2/PPPN1PPP/R1BQ1RK1 w kq - 0 8;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;si las negras enrocan tras Te1, ¿qué plan blanco es más sano: presionar e-file o lanzar g4 contra el alfil?;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-E31
FRA-E32;ejercicio;FRA-P05;Parte X/XI/XIII;;r1bqk2r/pp2nppp/2nb4/1B1p4/8/1N3N2/PPP2PPP/R1BQ1RK1 w kq - 0 10;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;si las negras enrocan tras Te1, ¿qué plan blanco es más sano: presionar e-file o lanzar g4 contra el alfil?;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;FRA-E32
