codigo;tipo;titulo;capitulo;secuencia;FEN;bando_que_mueve;objetivo;nivel;comentario_blancas;comentario_negras;continuidad_didactica;referencia_en_manual
SCA-P11;ficha;...O-O completa la fase de apertura;Ampliación A;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.d4 Cf6 5.Cf3 c6 6.Ac4 Af5 7.Ad2 e6 8.De2 Ab4 9.O-O-O Cbd7 10.h3 O-O;r4rk1/pp1n1ppp/2p1pn2/q4b2/1bBP4/2N2N1P/PPPBQPP1/2KR3R w - - 1 11;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;SCA-P11
SCA-P12;ficha;g4 convierte el alfil en una decisión;Ampliación A;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.d4 Cf6 5.Cf3 c6 6.Ac4 Af5 7.Ad2 e6 8.De2 Ab4 9.O-O-O Cbd7 10.h3 O-O 11.g4 Ag6;r4rk1/pp1n1ppp/2p1pnb1/q7/1bBP2P1/2N2N1P/PPPBQP2/2KR3R w - - 1 12;Blancas;11.g4 ataca Af5 y fija peones blancos en casillas que también pueden convertirse en objetivos si el ataque se frena.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;SCA-P12
SCA-S01;estructura;Blancas;Parte VIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5;rnb1kbnr/ppp1pppp/8/q7/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;SCA-S01
SCA-S02;estructura;Blancas;Parte VIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.d4 Cf6 5.Cf3 c6 6.Ac4 Af5;rn2kb1r/pp2pppp/2p2n2/q4b2/2BP4/2N2N2/PPP2PPP/R1BQK2R w KQkq - 2 7;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;SCA-S02
SCA-S03;estructura;Blancas;Parte VIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.d4 Cf6 5.Cf3 c6 6.Ac4 Af5 7.Ad2 e6 8.De2 Ab4;rn2k2r/pp3ppp/2p1pn2/q4b2/1bBP4/2N2N2/PPPBQPPP/R3K2R w KQkq - 2 9;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;SCA-S03
SCA-S04;estructura;Negras;Parte VIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.d4 Cf6 5.Cf3 c6 6.Ac4 Af5 7.Ad2 e6 8.De2 Ab4 9.O-O-O Cbd7 10.h3;r3k2r/pp1n1ppp/2p1pn2/q4b2/1bBP4/2N2N1P/PPPBQPP1/2KR3R b kq - 0 10;Negras;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;SCA-S04
SCA-S05;estructura;Blancas;Parte VIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.d4 Cf6 5.Cf3 c6 6.Ad2 Af5 7.Ac4 e6 8.Cd5 Dd8 9.Cxf6+ Dxf6 10.Ac3 Ag4 11.Ae2 Dd8 12.Ce5 Axe2 13.Dxe2 Ae7 14.De4 Dd5 15.Dxd5 cxd5;rn2k2r/pp2bppp/4p3/3pN3/3P4/2B5/PPP2PPP/R3K2R w KQkq - 0 16;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;SCA-S05
SCA-S06;estructura;Blancas;Parte VIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.d4 Cf6 5.Cf3 c6 6.Ad2 Af5 7.Ac4 e6 8.Cd5 Dd8 9.Cxf6+ Dxf6 10.Ac3 Ag4 11.Ae2 Dd8 12.Ce5 Axe2 13.Dxe2 Ae7 14.De4 Dd5 15.Dxd5 cxd5 16.O-O-O O-O 17.The1 Cc6 18.f3 Tac8 19.Tb1 b5 20.Te3 a5 21.a3 b4 22.axb4 axb4;2r2rk1/4bppp/2n1p3/3pN3/1p1P4/2B1RP2/1PP3PP/1K1R4 w - - 0 23;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;SCA-S06
SCA-M01-P1;partida_modelo;Blancas;Parte X/XI/XIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.d4 Cf6 5.Cf3 c6 6.Ac4 Af5 7.Ad2 e6;rn2kb1r/pp3ppp/2p1pn2/q4b2/2BP4/2N2N2/PPPB1PPP/R2QK2R w KQkq - 0 8;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;...Ag6 conserva el alfil y deja a Cf6/Cbd7 preparados para eliminar Ce5. Un ...h6 automático permitiría g5 con ganancia de espacio.;SCA-M01-P1
SCA-M01-P2;partida_modelo;Blancas;Parte X/XI/XIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.d4 Cf6 5.Cf3 c6 6.Ac4 Af5 7.Ad2 e6 8.De2 Ab4 9.O-O-O Cbd7 10.h3 O-O;r4rk1/pp1n1ppp/2p1pn2/q4b2/1bBP4/2N2N1P/PPPBQPP1/2KR3R w - - 1 11;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;...Cxc3 elimina un defensor clave y obliga a blancas a decidir Axc3. El negro busca cambiar piezas antes de que h5 abra líneas.;SCA-M01-P2
SCA-M01-P3;partida_modelo;Blancas;Parte X/XI/XIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.d4 Cf6 5.Cf3 c6 6.Ac4 Af5 7.Ad2 e6 8.De2 Ab4 9.O-O-O Cbd7 10.h3 O-O 11.g4 Ag6 12.Ce5 Cxe5 13.dxe5 Cd5;r4rk1/pp3ppp/2p1p1b1/q2nP3/1bB3P1/2N4P/PPPBQP2/2KR3R w - - 1 14;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;...Ad5 centraliza el alfil y cubre e4/c4. Perseguir peones con la dama sería inferior porque la torre blanca ya apunta al ala de rey.;SCA-M01-P3
SCA-M01-P4;partida_modelo;Blancas;Parte X/XI/XIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.d4 Cf6 5.Cf3 c6 6.Ac4 Af5 7.Ad2 e6 8.De2 Ab4 9.O-O-O Cbd7 10.h3 O-O 11.g4 Ag6 12.Ce5 Cxe5 13.dxe5 Cd5 14.h4 Cxc3 15.Axc3 Axc3 16.bxc3 Ae4;r4rk1/pp3ppp/2p1p3/q3P3/2B1b1PP/2P5/P1P1QP2/2KR3R w - - 1 17;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;...f5 es el recurso negro del modelo: gana espacio, ataca la dama y transforma la partida en un medio juego de estructura. Ya no existe un ataque directo contra g8.;SCA-M01-P4
SCA-M01-P5;partida_modelo;Blancas;Parte X/XI/XIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.d4 Cf6 5.Cf3 c6 6.Ac4 Af5 7.Ad2 e6 8.De2 Ab4 9.O-O-O Cbd7 10.h3 O-O 11.g4 Ag6 12.Ce5 Cxe5 13.dxe5 Cd5 14.h4 Cxc3 15.Axc3 Axc3 16.bxc3 Ae4 17.Th3 Ad5 18.Ad3 Ae4 19.Axe4 Dxe5;r4rk1/pp3ppp/2p1p3/4q3/4B1PP/2P4R/P1P1QP2/2KR4 w - - 0 20;Blancas;"La expansión f4-g4 crea iniciativa pero también casillas; el negro puede devolver material o cambiar piezas para atacar esas debilidades.";800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;...f5 es el recurso negro del modelo: gana espacio, ataca la dama y transforma la partida en un medio juego de estructura. Ya no existe un ataque directo contra g8.;SCA-M01-P5
SCA-M02-P1;partida_modelo;Negras;Parte X/XI/XIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.Ac4 Cf6 5.d3 c6 6.Ad2 Af5 7.De2;rn2kb1r/pp2pppp/2p2n2/q4b2/2B5/2NP4/PPPBQPPP/R3K1NR b KQkq - 3 7;Negras;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;"11.Axc3 restaura material; ...Dc7 sale de a5 antes de que Ce5 gane otro tiempo y apunta a e5/h2.";SCA-M02-P1
SCA-M02-P2;partida_modelo;Negras;Parte X/XI/XIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.Ac4 Cf6 5.d3 c6 6.Ad2 Af5 7.De2 e6 8.Cf3 Ab4 9.O-O Cbd7 10.a3;r3k2r/pp1n1ppp/2p1pn2/q4b2/1bB5/P1NP1N2/1PPBQPPP/R4RK1 b kq - 0 10;Negras;14.Axd5 cxd5 cambia la estructura: el peón c se convierte en peón d y el negro obtiene una base central que puede ser objetivo, pero también ancla.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;14.Axd5 cxd5 cambia la estructura: el peón c se convierte en peón d y el negro obtiene una base central que puede ser objetivo, pero también ancla.;SCA-M02-P2
SCA-M02-P3;partida_modelo;Negras;Parte X/XI/XIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.Ac4 Cf6 5.d3 c6 6.Ad2 Af5 7.De2 e6 8.Cf3 Ab4 9.O-O Cbd7 10.a3 Axc3 11.Axc3 Dc7 12.Ce5 O-O 13.f4;r4rk1/ppqn1ppp/2p1pn2/4Nb2/2B2P2/P1BP4/1PP1Q1PP/R4RK1 b - f3 0 13;Negras;14.Axd5 cxd5 cambia la estructura: el peón c se convierte en peón d y el negro obtiene una base central que puede ser objetivo, pero también ancla.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;17.gxf5 Axf5 usa la diagonal para eliminar el peón avanzado. El negro devuelve actividad al alfil en vez de retroceder pasivamente.;SCA-M02-P3
SCA-M02-P4;partida_modelo;Negras;Parte X/XI/XIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.Ac4 Cf6 5.d3 c6 6.Ad2 Af5 7.De2 e6 8.Cf3 Ab4 9.O-O Cbd7 10.a3 Axc3 11.Axc3 Dc7 12.Ce5 O-O 13.f4 Cd5 14.Axd5 cxd5 15.g4 Ag6 16.f5;r4rk1/ppqn1ppp/4p1b1/3pNP2/6P1/P1BP4/1PP1Q2P/R4RK1 b - - 0 16;Negras;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;21.Tae1 Tae8 coloca la torre frente a la dama/rey y demuestra que el peón f6 puede convivir con actividad de torres. Un final pasivo sería peor.;SCA-M02-P4
SCA-M02-P5;partida_modelo;Negras;Parte X/XI/XIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.Ac4 Cf6 5.d3 c6 6.Ad2 Af5 7.De2 e6 8.Cf3 Ab4 9.O-O Cbd7 10.a3 Axc3 11.Axc3 Dc7 12.Ce5 O-O 13.f4 Cd5 14.Axd5 cxd5 15.g4 Ag6 16.f5 exf5 17.gxf5 Axf5 18.Cg4 Ag6 19.Cf6+ Cxf6 20.Axf6;r4rk1/ppq2ppp/5Bb1/3p4/8/P2P4/1PP1Q2P/R4RK1 b - - 0 20;Negras;Tras el cambio de damas, las prioridades son torres, rey y peones: ...b5-b4 es útil cuando fija una debilidad y no abandona d5.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;21.Tae1 Tae8 coloca la torre frente a la dama/rey y demuestra que el peón f6 puede convivir con actividad de torres. Un final pasivo sería peor.;SCA-M02-P5
SCA-M03-P1;partida_modelo;Negras;Parte X/XI/XIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.d4 Cf6 5.Cf3 c6 6.Ad2 Af5 7.Ac4 e6 8.Cd5;rn2kb1r/pp3ppp/2p1pn2/q2N1b2/2BP4/5N2/PPPB1PPP/R2QK2R b KQkq - 1 8;Negras;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;12.Ce5 ocupa el puesto central y obliga a decidir el destino del alfil g4. El negro busca cambiar una pieza activa, no defender pasivamente.;SCA-M03-P1
SCA-M03-P2;partida_modelo;Negras;Parte X/XI/XIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.d4 Cf6 5.Cf3 c6 6.Ad2 Af5 7.Ac4 e6 8.Cd5 Dd8 9.Cxf6+ Dxf6 10.Ac3 Ag4 11.Ae2;rn2kb1r/pp3ppp/2p1pq2/8/3P2b1/2B2N2/PPP1BPPP/R2QK2R b KQkq - 3 11;Negras;15.Dxd5 cxd5 transforma el peón c6 en d5. Esta recaptura crea la estructura que se estudia en S05: d5 es a la vez espacio y posible objetivo.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;15.Dxd5 cxd5 transforma el peón c6 en d5. Esta recaptura crea la estructura que se estudia en S05: d5 es a la vez espacio y posible objetivo.;SCA-M03-P2
SCA-M03-P3;partida_modelo;Negras;Parte X/XI/XIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.d4 Cf6 5.Cf3 c6 6.Ad2 Af5 7.Ac4 e6 8.Cd5 Dd8 9.Cxf6+ Dxf6 10.Ac3 Ag4 11.Ae2 Dd8 12.Ce5 Axe2 13.Dxe2 Ae7 14.De4;rn1qk2r/pp2bppp/2p1p3/4N3/3PQ3/2B5/PPP2PPP/R3K2R b KQkq - 2 14;Negras;15.Dxd5 cxd5 transforma el peón c6 en d5. Esta recaptura crea la estructura que se estudia en S05: d5 es a la vez espacio y posible objetivo.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;18.f3 Tac8 coordina la torre con la columna c. La prioridad del negro ya es actividad, no 'recuperar tiempos de dama'.;SCA-M03-P3
SCA-M03-P4;partida_modelo;Negras;Parte X/XI/XIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.d4 Cf6 5.Cf3 c6 6.Ad2 Af5 7.Ac4 e6 8.Cd5 Dd8 9.Cxf6+ Dxf6 10.Ac3 Ag4 11.Ae2 Dd8 12.Ce5 Axe2 13.Dxe2 Ae7 14.De4 Dd5 15.Dxd5 cxd5 16.O-O-O O-O 17.The1;rn3rk1/pp2bppp/4p3/3pN3/3P4/2B5/PPP2PPP/2KRR3 b - - 3 17;Negras;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;22.axb4 axb4 crea una mayoría móvil y una columna a semiabierta. La nueva pregunta del final es si el peón b4 puede avanzar sin abandonar d5.;SCA-M03-P4
SCA-M03-P5;partida_modelo;procedente de SCA-M03-P5;Parte X/XI/XIII;1.e4 d5 2.exd5 Dxd5 3.Cc3 Da5 4.d4 Cf6 5.Cf3 c6 6.Ad2 Af5 7.Ac4 e6 8.Cd5 Dd8 9.Cxf6+ Dxf6 10.Ac3 Ag4 11.Ae2 Dd8 12.Ce5 Axe2 13.Dxe2 Ae7 14.De4 Dd5 15.Dxd5 cxd5 16.O-O-O O-O 17.The1 Cc6 18.f3 Tac8 19.Tb1 b5 20.Te3 a5 21.a3 b4 22.axb4 axb4;2r2rk1/4bppp/2n1p3/3pN3/1p1P4/2B1RP2/1PP3PP/1K1R4 w - - 0 23;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;SCA-M03-P5
SCA-E10;ejercicio;"Blancas / Tras c6, juegan las blancas. Compara Ac4 con Ad2: ¿qué candidata responde mejor a la prioridad de peor pieza y qué réplica rival debes prever? / Pista: Tras c6, comprueba qué resuelve Ac4 en c4 y si Ad2 deja pendiente la prioridad de peor pieza. | Recomendación: Ac4. La jugada activa o cambia el alfil en c4; la decisión afecta a la presión sobre c3, e5 y el rey. Prevé Af5: es el recurso rival que debe entrar en el cálculo. Ad2 también es legal, pero aquí pospone peor pieza; por eso el orden concreto favorece Ac4. / Error típico: jugar Ad2 por rutina sin calcular Af5 y sin resolver primero peor pieza. / Ref.: SCA-P05";Parte X/XI/XIII;1.e4 d5;rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq d6 0 2;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;SCA-E10
SCA-E08;ejercicio;"Blancas / Tras Cf6, juegan las blancas. Compara Cf3 con Ac4: ¿qué candidata responde mejor a la prioridad de cambio de piezas y qué réplica rival debes prever? / Pista: Tras Cf6, comprueba qué resuelve Cf3 en f3 y si Ac4 deja pendiente la prioridad de cambio de piezas. | Recomendación: Cf3. La jugada desarrolla el caballo hacia f3; además controla casillas centrales sin debilitar la estructura. Prevé c6: es el recurso rival que debe entrar en el cálculo. Ac4 también es legal, pero aquí pospone cambio de piezas; por eso el orden concreto favorece Cf3. / Error típico: jugar Ac4 por rutina sin calcular c6 y sin resolver primero cambio de piezas. / Ref.: SCA-P04";Parte X/XI/XIII;1.e4 d5;rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq d6 0 2;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;SCA-E08
SCA-E09;ejercicio;"Negras / Tras Cf3, juegan las negras. Compara c6 con Af5: ¿qué candidata responde mejor a la prioridad de ruptura central y qué réplica rival debes prever? / Pista: Tras Cf3, comprueba qué resuelve c6 en c6 y si Af5 deja pendiente la prioridad de ruptura central. | Recomendación: c6. La jugada usa el peón c para sostener o atacar d5 y controlar b5; es una jugada estructural, no un simple movimiento de espera. Prevé Ac4: es el recurso rival que debe entrar en el cálculo. Af5 también es legal, pero aquí pospone ruptura central; por eso el orden concreto favorece c6. / Error típico: jugar Af5 por rutina sin calcular Ac4 y sin resolver primero ruptura central. / Ref.: SCA-P05";Parte X/XI/XIII;1.e4 d5;rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq d6 0 2;Blancas;Reconocer la decisión crítica y conectar apertura, estructura y plan.;800-1400 Elo;Consulta la lectura bilateral y las candidatas específicas de esta posición en el manual.;Consulta la respuesta activa del rival y la ruptura asociada en el manual.;Reproducir la posición, elegir dos candidatas y comparar con la continuación del manual.;SCA-E09
