codigo,tipo,titulo,capítulo,secuencia,FEN,bando_que_mueve,objetivo,nivel,comentario_blancas,comentario_negras,continuidad_didactica,referencia_en_manual
ESC-P11,ficha_posicion,Fianchetto del alfil y presión central,Ampliación A · 12 análisis posición por posición,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 f1d3 d7d5 e4d5 c6d5 e1g1 f8e7 f1e1 e8g8 b1d2 c7c5 b2b3 f8e8,r1bqr1k1/p3bppp/5n2/2pp4/8/1P1B4/P1PN1PPP/R1BQR1K1 w - - 1 12,blancas,La posición es jugable para ambos bandos: blancas presionan d5 y negras buscan ...d4.,progresivo,"Completar Ab2 y Df3; si ...d4, buscar Cc4 y una presión sobre la diagonal a1-h8.","Jugar ...Ae6, ...Tc8 y ...d4; la pareja de alfiles necesita líneas, no defensa pasiva.",12.Ab2 Ae6 13.Df3: sumar presión sin exponer la dama a un tempo fácil. Error a evitar: 12.c4?! puede abrir la diagonal negra hacia e4 si el caballo blanco sigue descoordinado.,ESC-P11 · Ampliación A
ESC-P12,ficha_posicion,Posición de medio juego: planes concretos,Ampliación A · 12 análisis posición por posición,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 f1d3 d7d5 e4d5 c6d5 e1g1 f8e7 f1e1 e8g8 b1d2 c7c5 b2b3 f8e8 c1b2 c8e6,r2qr1k1/p3bppp/4bn2/2pp4/8/1P1B4/PBPN1PPP/R2QR1K1 w - - 3 13,blancas,"Equilibrio complejo, con planes claros y sin necesidad de memorizar una continuación larga.",progresivo,"Comparar Df3, c4 y Cf3-e5; elegir según la amenaza ...d4 y la colocación de las piezas negras.","Preparar ...Tc8 y ...d4; si las blancas juegan c4, valorar ...d4 y la casilla e4 para el caballo.","13.Df3 Tc8 14.Tad1: coordinar torres y responder a ...d4 con Cc4. Error a evitar: 13.Dg4?! se expone a ...Axg4 o ...Cxg4 según la táctica; la presión debe construirse, no anunciarse.",ESC-P12 · Ampliación A
ESC-S01,estructura,Centro abierto tras 3...exd4 4.Cxd4,Parte VIII · Seis estructuras de peones,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4,r1bqkbnr/pppp1ppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,negras,Los peones e han desaparecido del centro y la columna d queda despejada. Las piezas menores entran con tiempos y cualquier rey sin enrocar puede convertirse en objetivo.,intermedio,"Desarrollar Cc3, Ae3 o Ad3 y enrocar. La prioridad es aprovechar las líneas antes de iniciar avances laterales.","Atacar el caballo d4 con ...Cf6 o ...Ac5, completar el enroque y devolver la presión sobre e4.","Piezas: Alfiles y torres mejoran; la dama temprana suele ser una pieza problemática. Rupturas: d4, e5 y e-file. La ruptura ...d5 iguala si está bien preparada. Mini ejercicio: Juegan negras: compare 4...Cf6 y 4...Ac5. Ambas desarrollan atacando; elija según el tipo de medio juego que desea.",ESC-S01 · Parte VIII
ESC-S02,estructura,Peones negros doblados en c6 y c7,Parte VIII · Seis estructuras de peones,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6,r1bqkb1r/p1pp1ppp/2p2n2/8/4P3/8/PPP2PPP/RNBQKB1R w KQkq - 0 6,blancas,El peón b recaptura en c6 y queda delante del peón c7. No es una debilidad perdida por sí sola: abre la columna b y sostiene d5.,intermedio,"Atacar la base c6 con Ad3, O-O, Te1 y Df3; provocar ...d5 y convertir el peón avanzado en objetivo.","Usar la pareja de alfiles, jugar ...d5 y activar Tb8 o Tc8. La estructura pide actividad inmediata.",Piezas: El alfil c8 puede salir por e6 o g4; el caballo blanco c3 y el alfil d3 apuntan al centro. Rupturas: d5 es la casilla de liberación negra; b-file puede ser útil si las torres se conectan. Mini ejercicio: ¿Debe el blanco ganar c6 de inmediato? No: primero debe forzar que las piezas negras pierdan actividad.,ESC-S02 · Parte VIII
ESC-S03,estructura,Peón negro aislado en d5,Parte VIII · Seis estructuras de peones,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 f1d3 d7d5 e4d5 c6d5,r1bqkb1r/p1p2ppp/5n2/3p4/8/3B4/PPP2PPP/RNBQK2R w KQkq - 0 8,blancas,"El peón de c6 ha llegado a d5 y carece de un peón vecino que lo defienda de forma estable. Da espacio, pero necesita piezas activas.",intermedio,"Bloquear o presionar d5 con Cc3, Te1, Df3 y Tad1; evitar que avance a d4 en buenas condiciones.","Jugar ...c5, ...Ae6, ...Tc8 y, si es posible, ...d4. La iniciativa compensa el defecto estático.","Piezas: Un caballo blanco en c4 puede ser excelente; el alfil negro de casillas oscuras apoya el avance ...d4. Rupturas: c4 y e4 son puestos derivados. Las rupturas ...c5 y c4 son decisiones centrales. Mini ejercicio: Tras ...c5, la respuesta práctica es desarrollar b3 y Ab2 antes de capturar o empujar.",ESC-S03 · Parte VIII
ESC-S04,estructura,Clásica con c3 y tensión sobre d4,Parte VIII · Seis estructuras de peones,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5 c1e3 d8f6 c2c3 g8e7,r1b1k2r/ppppnppp/2n2q2/2b5/3NP3/2P1B3/PP3PPP/RN1QKB1R w KQkq - 1 7,blancas,"El peón c3 sostiene al caballo d4 y prepara desarrollo flexible. Las negras concentran presión sobre d4 con alfil, dama y caballo.",intermedio,"Desarrollar Ac4 o Ae2, enrocar y retirar el caballo a c2 solo cuando la presión lo exija.","Añadir ...O-O y ...d5; si el caballo se retira, ocupar el centro con ...d5 sin perder tiempos de dama.","Piezas: El alfil e3 es útil, pero puede ser blanco de ...d5; el caballo e7 puede ir g6 o c6. Rupturas: d4, e5 y f2. La ruptura ...d5 es el liberador principal. Mini ejercicio: ¿Por qué 7.Ac4 es útil? Desarrolla, controla f7 y permite O-O sin mover de nuevo el alfil e3.",ESC-S04 · Parte VIII
ESC-S05,estructura,Dama blanca central tras 4...Cxd4 5.Dxd4,Parte VIII · Seis estructuras de peones,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 c6d4 d1d4,r1bqkbnr/pppp1ppp/8/8/3QP3/8/PPP2PPP/RNB1KB1R b KQkq - 0 5,negras,"Las piezas centrales se han cambiado y la dama blanca ocupa d4. La estructura es sana, pero el negro puede ganar tiempos desarrollando.",intermedio,"Colocar Cc3, Ae3 o Ag5 y enrocar largo solo si la dama encuentra una casilla estable.","Jugar ...Cf6, ...d6 y ...Ae7 con tempos sobre la dama; evitar ataques de peones que creen debilidades.",Piezas: La dama blanca es activa pero vulnerable. Los caballos negros ganan valor si atacan d4 y e4. Rupturas: d4 y e5. El control de d5 decide si las blancas conservan espacio. Mini ejercicio: La jugada negra más lógica es ...Cf6: desarrolla y obliga a la dama a justificar su posición.,ESC-S05 · Parte VIII
ESC-S06,estructura,Cadena blanca e5 frente a c6-d5,Parte VIII · Seis estructuras de peones,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8b4 c2c3 b4e7 d4c6 b7c6 f1d3 d7d5 e1g1 g8f6 e4e5 f6d7,r1bqk2r/p1pnbppp/2p5/3pP3/8/2PB4/PP3PPP/RNBQ1RK1 w kq - 1 10,blancas,"El peón e5 gana espacio y restringe f6, mientras el centro negro c6-d5 busca romper con ...c5 o ...f6.",intermedio,"Sostener e5, jugar Te1 y preparar c4 o f4 solo después de completar el desarrollo.",Atacar la base e5 con ...f6 y usar ...c5 para cuestionar d4. El caballo puede maniobrar c5-e6.,"Piezas: El alfil blanco d3 mira h7; el caballo negro d7 necesita c5 o f8 para no quedar pasivo. Rupturas: f6, e5 y c5. Las rupturas ...f6 y ...c5 no deben jugarse sin respaldo. Mini ejercicio: Antes de 12...f6, negras deben enrocar; abrir la columna f con el rey en e8 sería arriesgado.",ESC-S06 · Parte VIII
ESC-M01-P1,parada_modelo,Construcción estructural contra 4...Cf6 · Parada 1,Parte X · Tres partidas modelo,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4,r1bqkbnr/pppp1ppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,blancas,¿Por qué 4.Cxd4 es preferible a 4.Dxd4?,intermedio,Recuperar con Cxd4 y conservar el desarrollo fluido.,Jugar ...Cf6 o ...Ac5 atacando el centro con una pieza nueva.,"La tensión e4-e5 desapareció y la columna d quedó abierta. Las blancas deben recuperar sin exponer la dama. Alternativa inferior: 4.Dxd4?! permite ...Cc6 con ganancia de tiempo. Lección: En centro abierto, recuperar desarrollando vale más que centralizar la dama.",ESC-M01-P1 · Parte X
ESC-M01-P2,parada_modelo,Construcción estructural contra 4...Cf6 · Parada 2,Parte X · Tres partidas modelo,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6,r1bqkb1r/p1pp1ppp/2p2n2/8/4P3/8/PPP2PPP/RNBQKB1R w KQkq - 0 6,blancas,¿Qué compensación reciben las negras por los peones c6-c7?,intermedio,"Ad3, O-O y presión sobre c6/d5.","...d5, ...Ae7 y actividad de alfiles antes de que c6 sea fijado.",El caballo c6 desapareció y la columna b quedó semiabierta; las negras conservan ambos alfiles. Alternativa inferior: 6.Ab5?! repite movimientos y no impide ...d5. Lección: Una debilidad estructural solo importa si puede atacarse sin perder tiempos.,ESC-M01-P2 · Parte X
ESC-M01-P3,parada_modelo,Construcción estructural contra 4...Cf6 · Parada 3,Parte X · Tres partidas modelo,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 f1d3 d7d5 e4d5 c6d5,r1bqkb1r/p1p2ppp/5n2/3p4/8/3B4/PPP2PPP/RNBQK2R w KQkq - 0 8,blancas,¿Debe el blanco atacar d5 inmediatamente con piezas pesadas?,intermedio,"Enrocar y luego Te1, Cc3/Cd2 y Df3.","Desarrollar ...Ae7, enrocar y preparar ...c5 o ...d4.",El peón c6 se transformó en un peón aislado en d5 y abrió líneas para las piezas negras. Alternativa inferior: 8.Df3?! deja el rey en e1 y permite ...Ag4. Lección: Primero seguridad; después presión sobre el objetivo.,ESC-M01-P3 · Parte X
ESC-M01-P4,parada_modelo,Construcción estructural contra 4...Cf6 · Parada 4,Parte X · Tres partidas modelo,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 f1d3 d7d5 e4d5 c6d5 e1g1 f8e7 f1e1 e8g8 b1d2 c7c5,r1bq1rk1/p3bppp/5n2/2pp4/8/3B4/PPPN1PPP/R1BQR1K1 w - c6 0 11,blancas,¿Cómo debe responder el blanco al contrajuego ...c5?,intermedio,b3 y Ab2 para aumentar el control de d4/e5.,"...Te8, ...Ae6 y ...d4 si c4 no está controlada.",Las negras atacan d4 y preparan el avance ...d4; el caballo b1 ya se desarrolló a d2. Alternativa inferior: 11.c4?! puede permitir ...d4 con una casilla e4 fuerte. Lección: No se combate un peón móvil solo con capturas; también con control de la casilla de avance.,ESC-M01-P4 · Parte X
ESC-M01-P5,parada_modelo,Construcción estructural contra 4...Cf6 · Parada 5,Parte X · Tres partidas modelo,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 f1d3 d7d5 e4d5 c6d5 e1g1 f8e7 f1e1 e8g8 b1d2 c7c5 b2b3 f8e8 c1b2 c8e6 d1f3 a8c8 a1d1 d5d4 d2c4 e6d5,2rqr1k1/p3bppp/5n2/2pb4/2Np4/1P1B1Q2/PBP2PPP/3RR1K1 w - - 2 16,blancas,¿Por qué 15.Cc4 es una jugada de bloqueo activa?,intermedio,"Bloquear, atacar d6/e5 y preparar Dg3 o Ac1.",...Ad5 y ...Ce4 para usar el espacio ganado.,El peón negro avanzó a d4; la casilla c4 se convirtió en puesto avanzado para el caballo blanco. Alternativa inferior: 15.Cf1?! cede c4 y permite ...d3 con mayor libertad. Lección: El mejor bloqueo combina freno del peón y actividad contra otros puntos.,ESC-M01-P5 · Parte X
ESC-M02-P1,parada_modelo,Castigo de la dama codiciosa con 4...Dh4?! · Parada 1,Parte X · Tres partidas modelo,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4,r1b1kbnr/pppp1ppp/2n5/8/3NP2q/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,blancas,¿Qué defecto tiene 4...Dh4 aunque ataque e4?,intermedio,"5.Cb5 amenaza Cxc7+, un tenedor de rey y torre; después Ae2, O-O y C1c3 completan la movilización.",Evitar 5...Dxe4+; retirar la dama o desarrollar una pieza para sostener c7 y conservar el enroque.,"La dama negra sale antes que los caballos y el rey. 5.Cb5 amenaza Cxc7+, un tenedor de rey y torre a8. Alternativa inferior: 5.Cxc6?! dxc6 no castiga la pérdida de tiempos de la dama. Lección: una amenaza de dama no compensa el abandono del desarrollo.",ESC-M02-P1 · Parte X
ESC-M02-P2,parada_modelo,Castigo de la dama codiciosa con 4...Dh4?! · Parada 2,Parte X · Tres partidas modelo,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4 d4b5 h4e4 f1e2 e8d8,r1bk1bnr/pppp1ppp/2n5/1N6/4q3/8/PPP1BPPP/RNBQK2R w KQ - 2 7,blancas,¿Qué gana el blanco con 6.Ae2 además de tapar el jaque?,intermedio,"Desarrollar Ae2, enrocar y traer el segundo caballo a c3.",Buscar una casilla segura para el rey y devolver material si es necesario.,La dama capturó e4 con jaque y el rey negro perdió el derecho práctico a enrocar. Alternativa inferior: 6.Rd2? bloquea la dama y deja las torres desconectadas. Lección: Responder a un jaque con desarrollo convierte la defensa en iniciativa.,ESC-M02-P2 · Parte X
ESC-M02-P3,parada_modelo,Castigo de la dama codiciosa con 4...Dh4?! · Parada 3,Parte X · Tres partidas modelo,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4 d4b5 h4e4 f1e2 e8d8 e1g1 a7a6 b1c3 e4g6 b5c7 d8c7,r1b2bnr/1pkp1ppp/p1n3q1/8/8/2N5/PPP1BPPP/R1BQ1RK1 w - - 0 10,blancas,¿Por qué 9.Cxc7 es más fuerte que salvar el caballo b5?,intermedio,"9.Cxc7 no da jaque, pero ataca la torre a8 y obliga al rey de d8 a recapturar; entonces 10.Cd5+ desarrolla el otro caballo con tiempo.","9...Rxc7 evita perder la torre a8, aunque expone al rey en c7 y permite 10.Cd5+.","Tras 9...Rxc7, el rey negro queda expuesto y el segundo caballo dispone de 10.Cd5+. La torre a8 se convertirá en objetivo cuando ese caballo llegue después a c7 con jaque. Alternativa inferior: 9.Ca3?! salva el caballo pero devuelve la iniciativa. Lección: una incursión solo se justifica si existe una continuación forzante.",ESC-M02-P3 · Parte X
ESC-M02-P4,parada_modelo,Castigo de la dama codiciosa con 4...Dh4?! · Parada 4,Parte X · Tres partidas modelo,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4 d4b5 h4e4 f1e2 e8d8 e1g1 a7a6 b1c3 e4g6 b5c7 d8c7 c3d5 c7d8 c1e3 g8f6 e3b6 d8e8 d5c7 e8e7,r1b2b1r/1pNpkppp/pBn2nq1/8/8/8/PPP1BPPP/R2Q1RK1 w - - 8 14,blancas,¿Qué objetivo concreto persigue 13.Cc7+?,intermedio,Obligar al rey a e7 y capturar la torre a8.,"Tras 13...Re7, abrir el centro con ...d5 para limitar la salida del caballo que irá a a8.","El alfil b6 y el caballo d5 coordinan jaques; 13.Cc7+ obliga al rey a moverse y permite 14.Cxa8. Alternativa inferior: 13.Cxf6+?! Dxf6 permite a las negras reorganizarse. Lección: antes de cobrar material, hay que prever la ruta de regreso de la pieza atacante.",ESC-M02-P4 · Parte X
ESC-M02-P5,parada_modelo,Castigo de la dama codiciosa con 4...Dh4?! · Parada 5,Parte X · Tres partidas modelo,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4 d4b5 h4e4 f1e2 e8d8 e1g1 a7a6 b1c3 e4g6 b5c7 d8c7 c3d5 c7d8 c1e3 g8f6 e3b6 d8e8 d5c7 e8e7 c7a8 d7d5 f1e1 c8e6 a8c7 e7d7 c7e6 f7e6,5b1r/1p1k2pp/pBn1pnq1/3p4/8/8/PPP1BPPP/R2QR1K1 w - - 0 18,blancas,¿Por qué 17.Cxe6 es mejor que retirar el caballo?,intermedio,17.Cxe6 no da jaque: elimina el alfil que sostiene d5 y obliga al peón f a recapturar; después c4 ataca la base central.,"17...fxe6 recaptura y mantiene material, pero debilita e6 y la cobertura del rey; la respuesta activa es ...d4 tras c4.","El caballo de c7 ataca el alfil e6, que sostiene d5. 17.Cxe6 elimina ese defensor y obliga ...fxe6, debilitando e6 y la cobertura del rey. Alternativa inferior: 17.Ca8?! conserva el caballo, pero lo deja fuera de juego y permite que el alfil consolide d5. Lección: cambiar una pieza atacante puede ser correcto si deteriora la coordinación rival.",ESC-M02-P5 · Parte X
ESC-M03-P1,parada_modelo,Transición estratégica tras 4...Ab4+ · Parada 1,Parte X · Tres partidas modelo,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8b4,r1bqk1nr/pppp1ppp/2n5/8/1b1NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,blancas,¿Cómo se responde a 4...Ab4+ sin debilitar el rey?,intermedio,"5.c3, que bloquea, sostiene d4 y obliga al alfil a decidir.",Retirarse a e7 o c5 y completar desarrollo.,El alfil negro da jaque desde b4 y busca provocar una concesión. Alternativa inferior: 5.Cc3?! permite ...Cf6 y una clavada incómoda sobre el caballo d4. Lección: Un bloqueo útil debe cumplir más de una función.,ESC-M03-P1 · Parte X
ESC-M03-P2,parada_modelo,Transición estratégica tras 4...Ab4+ · Parada 2,Parte X · Tres partidas modelo,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8b4 c2c3 b4e7 d4c6 b7c6,r1bqk1nr/p1ppbppp/2p5/8/4P3/2P5/PP3PPP/RNBQKB1R w KQkq - 0 7,blancas,¿Qué plan nace tras 6...bxc6?,intermedio,"Ad3, O-O y e5 si ...d5 abre una casilla de avance.",...d5 para liberar el alfil c8 y recuperar tiempo de desarrollo.,"La estructura c6-c7 aparece, pero el alfil negro ha perdido dos tiempos. Alternativa inferior: 7.e5?! sin enrocar permite ...De7 y presión sobre e5. Lección: El espacio central vale más cuando el rey ya puede ponerse a salvo.",ESC-M03-P2 · Parte X
ESC-M03-P3,parada_modelo,Transición estratégica tras 4...Ab4+ · Parada 3,Parte X · Tres partidas modelo,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8b4 c2c3 b4e7 d4c6 b7c6 f1d3 d7d5 e1g1 g8f6 e4e5 f6d7,r1bqk2r/p1pnbppp/2p5/3pP3/8/2PB4/PP3PPP/RNBQ1RK1 w kq - 1 10,blancas,¿Por qué 9.e5 es apropiado en esta posición?,intermedio,"Te1, Ac2 y Cd2-f3 para sostener la cadena.","Cd7, ...Cc5 y ...f6 contra la base e5.",Las negras han jugado ...Cf6 y el rey blanco está enrocado; e5 gana espacio con apoyo. Alternativa inferior: 9.exd5?! cxd5 devuelve a las negras un centro activo sin obligarlas a retroceder. Lección: Avanzar con tiempo es fuerte cuando expulsa una pieza y fija un plan rival.,ESC-M03-P3 · Parte X
